KWH JANUARY 2010, KWH FEBRUARY 2010, KWH MARCH 2010, KWH APRIL 2010, KWH MAY 2010, KWH JUNE 2010, KWH JULY 2010, KWH AUGUST 2010, KWH SEPTEMBER 2010, KWH OCTOBER 2010, KWH NOVEMBER 2010, KWH DECEMBER 2010
3349, 4141, 3864, 4260, 4925, 10327, 10142, 7010, 4987, 4511, 7049, 7847
0, 0, 0, 0, 0, 0, 950, 155, 114, 99, 124, 247
13307, 15288, 10416, 13007, 14297, 22506, 21267, 16208, 11796, 12288, 14472, 22441
3263, 1609, 1948, 2273, 2507, 3819, 3555, 2427, 1783, 2117, 3057, 4669
7783, 5824, 8828, 7441, 7704, 16132, 16989, 11805, 8005, 6895, 8630, 14475
8875, 11477, 8298, 8139, 9129, 23317, 21400, 14261, 9598, 8949, 11081, 15136
9978, 9318, 13008, 10745, 11196, 24441, 24233, 16965, 13032, 13786, 17644, 20619
480, 994, 957, 1165, 925, 2721, 4066, 3216, 2381, 1212, 991, 2056
8827, 8613, 7386, 7330, 8317, 23441, 18957, 13583, 11402, 10363, 13690, 15752
2488, 3002, 2391, 2122, 2507, 3713, 9248, 6689, 3045, 2163, 2311, 4640
14831, 13296, 13164, 12777, 14763, 25999, 21603, 18944, 12414, 17579, 19949, 27192
14001, 14044, 11337, 11286, 13659, 21732, 22553, 15748, 11237, 11881, 15159, 20585
1665, 4756, 4120, 3703, 3338, 7310, 7935, 6880, 2955, 5242, 10027, 9284
4159, 4662, 5040, 5139, 6728, 9435, 9239, 7624, 6099, 6929, 7040, 9952
1190, 1499, 1134, 1462, 2496, 3619, 4949, 2559, 1641, 859, 1832, 2192
0, 0, 0, 0, 0, 8, 42, 61, 195, 288, 285, 257
561, 653, 271, 265, 677, 1191, 775, 529, 339, 511, 725, 1029
3860, 11550, 9934, 9400, 13841, 19380, 23759, 21126, 17326, 14768, 18744, 23083
6950, 7279, 7741, 6885, 11401, 14929, 17358, 13963, 12140, 9277, 12755, 13650
1628, 1667, 1389, 1927, 2332, 3935, 3639, 1653, 2709, 3039, 3148, 3128
12442, 14114, 10763, 12538, 14530, 22243, 23795, 15066, 13046, 16616, 18142, 25810
251, 543, 465, 453, 512, 801, 770, 572, 338, 280, 1244, 3451
232, 281, 245, 194, 563, 770, 992, 141, 223, 187, 366, 281
12766, 9177, 9283, 7216, 14622, 21716, 24589, 9531, 8713, 7046, 18767, 12163
5353, 5788, 5119, 6813, 12790, 16239, 20776, 13269, 8594, 6778, 11568, 12274
852, 860, 783, 582, 1184, 1671, 2155, 484, 593, 498, 982, 482
12538, 10631, 12696, 8474, 16008, 21030, 31355, 16741, 15560, 12692, 25546, 19221
226, 1122, 1935, 2117, 1967, 5626, 7569, 11340, 7961, 5549, 7714, 5059
728, 1330, 2341, 1352, 2271, 3655, 4260, 3018, 1814, 1616, 2896, 3634
4023, 4752, 4154, 3429, 5996, 8835, 9187, 8005, 4776, 3617, 10527, 6586
121580, 112612, 108047, 118896, 162421, 185242, 178625, 155120, 121415, 116034, 127132, 141616
84429, 77763, 68929, 80174, 86599, 150920, 130686, 101140, 73766, 71901, 93630, 105374
2871, 2697, 2746, 2832, 3479, 11942, 6743, 4598, 3352, 3295, 4539, 5215
1218, 1679, 1782, 2190, 2410, 2898, 6163, 2354, 1617, 2467, 2894, 3853
2616, 3687, 3326, 3303, 4376, 8326, 12169, 6408, 5118, 5171, 6266, 6248
7203, 6054, 4670, 5097, 10061, 10069, 8441, 7511, 6119, 7863, 8807, 11001
1316, 1175, 725, 642, 708, 3460, 3600, 4552, 2175, 2074, 2623, 2374
1403, 1231, 1060, 1116, 1434, 2765, 3073, 2222, 1283, 1409, 1772, 1842
1314, 3914, 2216, 2407, 5166, 8154, 9501, 7869, 7143, 5443, 6896, 7121
4655, 4901, 4751, 4288, 5005, 11416, 7973, 6089, 4776, 4992, 5888, 6345
2195, 1969, 1425, 1430, 4356, 5547, 3553, 3522, 1651, 1968, 3686, 3065
1906, 1676, 1414, 1514, 1831, 6037, 3823, 2840, 1956, 2042, 2789, 3181
4441, 3982, 3509, 3995, 4757, 9612, 7342, 5517, 3877, 9906, 6984, 6756
2928, 3240, 3063, 3279, 3965, 5915, 4796, 3286, 3716, 3016, 3403, 3838
3469, 3507, 3218, 2498, 3638, 5311, 6038, 3614, 3186, 2392, 5673, 5209
1830, 873, 835, 767, 1583, 2672, 2785, 434, 941, 804, 3649, 3576
16666, 14185, 11807, 8747, 14631, 21980, 28752, 8252, 9401, 7899, 24471, 21178
7770, 6172, 7468, 7252, 13315, 20094, 14043, 16857, 13834, 7521, 14605, 14765
1912, 2351, 2768, 2452, 3277, 4624, 5333, 5198, 2518, 3986, 3740, 4270
7897, 6662, 7930, 6949, 7419, 10817, 13102, 10314, 11662, 8152, 10093, 19341
1796, 1782, 1232, 1059, 2839, 2931, 3103, 3008, 1410, 2017, 2140, 3087
129, 249, 476, 562, 698, 1129, 1346, 967, 732, 669, 1125, 1057
8061, 11865, 9037, 7084, 15049, 21752, 16796, 12647, 8641, 11826, 15110, 16912
871, 934, 889, 736, 1955, 2890, 2933, 1654, 1136, 1281, 1804, 1844
10882, 8613, 8787, 7625, 13209, 22506, 23163, 16628, 9677, 8829, 13580, 16079
10394, 9779, 8221, 6365, 9895, 14611, 14405, 10044, 7378, 7029, 11438, 13454
7772, 6194, 7395, 5929, 8246, 11209, 10614, 7564, 5557, 6369, 9063, 10879
4835, 5048, 4060, 3006, 5430, 8341, 7904, 5384, 4000, 3568, 5528, 6737
9234, 9052, 12105, 7688, 9952, 18414, 18980, 13505, 10560, 9932, 14539, 16117
9141, 10363, 14041, 10958, 12975, 19608, 18939, 13441, 9684, 11498, 15678, 20765
2290, 3237, 2252, 2853, 5215, 7598, 4995, 3376, 2476, 2413, 3358, 3875
4386, 5872, 7870, 7375, 8607, 10338, 12791, 9348, 6701, 8580, 9376, 10680
12942, 15417, 13817, 14777, 18834, 21244, 20332, 16943, 14708, 13857, 15681, 16155
2756, 2505, 6025, 4818, 6428, 10611, 8464, 6283, 4652, 4523, 5319, 5924
4187, 3380, 4229, 3413, 4593, 9306, 9454, 5306, 3826, 3194, 5763, 7348
253, 358, 1584, 655, 612, 815, 896, 1825, 1441, 1273, 2592, 2726
59456, 54700, 44640, 38848, 51566, 57071, 57973, 46429, 31378, 36970, 49147, 64382
7301, 10847, 10483, 8042, 12129, 21160, 21038, 12736, 9765, 7607, 11380, 13475
1232, 1013, 1842, 1894, 1446, 2161, 2009, 1663, 1164, 2374, 2857, 3386
326, 355, 929, 728, 775, 1452, 1310, 806, 591, 577, 805, 902
6041, 4795, 7755, 6266, 12006, 19863, 18695, 11016, 8093, 6607, 10350, 11370
935, 1078, 496, 400, 1129, 2502, 2760, 1328, 949, 739, 1219, 1175
2779, 3777, 5329, 4991, 8243, 9957, 10609, 7959, 5298, 6600, 7373, 7979
4297, 3963, 5953, 5727, 9433, 9422, 8428, 12351, 5853, 6688, 10966, 14172
1167, 1015, 830, 930, 1012, 1756, 2087, 1522, 853, 977, 1339, 1340
6922, 6002, 5513, 6090, 7760, 12189, 9831, 8032, 6086, 5961, 7412, 8559
10244, 11144, 10316, 11143, 11340, 13365, 11377, 11014, 9872, 10580, 13116, 14696
11817, 11935, 10856, 12157, 14684, 19249, 16754, 13548, 10866, 11264, 12773, 14046
29146, 26975, 26899, 32403, 41897, 48787, 51323, 29639, 30249, 34428, 41173, 45608
4135, 2849, 1897, 1853, 2090, 3732, 3769, 2742, 4169, 4591, 5681, 5426
6570, 6622, 8836, 6783, 9998, 14126, 13831, 9224, 6538, 7750, 11009, 13409
432, 343, 665, 532, 920, 1656, 1272, 3101, 5235, 2660, 2137, 2347
7474, 6018, 9058, 7266, 10454, 15908, 16626, 11297, 8296, 9995, 12960, 15121
6416, 5896, 9500, 7849, 10233, 15034, 13336, 9352, 7086, 9745, 13482, 15731
1448, 1697, 2387, 2513, 1991, 2624, 3494, 2365, 1811, 1694, 3515, 3669
8288, 6589, 7414, 6278, 10639, 14817, 18245, 11030, 7813, 7436, 11608, 13177
5788, 3781, 4585, 4951, 6501, 9188, 9738, 9479, 6168, 4360, 7834, 8736
1207, 958, 1754, 1403, 2348, 3649, 3092, 2295, 1686, 1020, 1912, 2052
570, 463, 472, 382, 959, 1313, 1329, 941, 646, 458, 590, 655
2243, 1780, 1250, 1000, 1337, 1805, 2267, 2032, 1444, 1779, 1734, 1776
5318, 6723, 7370, 5543, 8276, 10915, 11381, 7262, 6871, 6249, 8705, 9888
993, 829, 1064, 898, 1045, 2650, 1980, 1333, 951, 806, 1299, 1320
2127, 1687, 2907, 2325, 3032, 4354, 4132, 3064, 2252, 2651, 3162, 3439
4092, 4946, 5164, 3756, 5232, 8331, 11082, 6102, 4484, 4687, 5197, 5242
4301, 4479, 6682, 5395, 10801, 16246, 15784, 12685, 16399, 8593, 8243, 9103
8192, 7241, 9794, 8517, 10871, 13319, 13611, 11575, 9668, 9873, 12044, 13485
71039, 65308, 75810, 71958, 87823, 101371, 98623, 89538, 72726, 66355, 76022, 84044
6917, 6067, 6204, 6126, 11012, 12080, 13432, 9211, 7665, 5341, 7094, 8193
3124, 3267, 2958, 1477, 2791, 4418, 3716, 3299, 2611, 1787, 3773, 4496
7340, 8821, 8465, 7407, 8012, 14674, 22548, 10535, 5990, 10845, 12435, 13442
786, 1560, 1517, 1698, 1796, 2613, 3822, 2867, 3180, 2639, 2739, 2684
6683, 8621, 7739, 8215, 8953, 14157, 17517, 12378, 11433, 13872, 12317, 13558
1657, 1419, 1112, 1466, 1715, 3636, 3692, 1309, 873, 1880, 1734, 2228
4956, 10918, 8180, 8251, 10360, 15976, 23825, 18181, 10480, 9645, 13763, 16124
7061, 12128, 9851, 9418, 11730, 18816, 27858, 18337, 13440, 13754, 20280, 18379
12553, 13352, 10833, 10789, 14167, 24703, 32135, 15239, 8848, 15140, 17769, 19788
10481, 13601, 12386, 11073, 13783, 22973, 31757, 24400, 14948, 15910, 16531, 16904
2741, 2202, 1828, 1472, 1954, 2742, 2650, 1775, 1263, 2001, 3384, 3447
6608, 8265, 18933, 13963, 15352, 20870, 23690, 15256, 11634, 12619, 16171, 18359
12886, 16407, 14052, 9968, 15547, 25032, 26589, 15120, 11145, 10806, 18342, 20978
5608, 10142, 9524, 10045, 12579, 16034, 34436, 29022, 19387, 13498, 17252, 18799
8657, 12488, 10997, 10626, 11623, 16321, 28912, 18798, 9435, 13800, 15803, 20186
4533, 10910, 9404, 8455, 8525, 13711, 22967, 20944, 16642, 13421, 13031, 16732
732, 720, 821, 752, 886, 2158, 3110, 3102, 2492, 1887, 3824, 3968
170, 2068, 2095, 930, 1308, 3950, 3967, 4576, 3163, 2853, 1890, 1995
6250, 10057, 8023, 8614, 7964, 13021, 23028, 14466, 5991, 8391, 11467, 14799
4071, 4114, 6360, 5505, 5588, 7826, 11373, 10066, 6831, 7337, 6608, 8695
936, 3056, 3652, 2837, 3398, 4424, 8178, 7303, 5092, 4730, 3958, 4716
375, 340, 260, 260, 286, 519, 648, 151, 104, 396, 387, 457
5572, 9062, 8396, 7623, 8255, 12779, 24144, 20789, 10472, 7511, 11397, 13415
1041, 825, 1157, 925, 1768, 2944, 2526, 1746, 1283, 652, 1368, 1526
6388, 5565, 8727, 7134, 12256, 15562, 14481, 8919, 7986, 7060, 10158, 12060
7048, 8275, 8547, 8904, 11131, 15279, 13200, 11661, 8154, 7402, 7995, 9092
1260, 1117, 913, 946, 1294, 1531, 1569, 1444, 1169, 1112, 1484, 1646
25, 86, 477, 423, 346, 417, 426, 418, 433, 1428, 766, 1132
3864, 3410, 3209, 2945, 6532, 6972, 6944, 4625, 4064, 3479, 4100, 4462
1993, 1729, 4093, 3293, 4532, 6540, 6683, 6140, 4530, 3382, 5612, 4415
625, 650, 1927, 1098, 1002, 2374, 2997, 3836, 4112, 2690, 1890, 2326
9284, 11238, 9143, 8895, 9881, 16925, 27963, 13341, 7059, 14292, 15982, 17213
626, 1841, 1756, 2166, 2470, 3238, 5609, 4792, 2013, 2722, 3235, 3840
999, 1794, 1601, 1081, 1798, 2956, 5252, 5891, 3751, 2048, 3401, 3572
2709, 4036, 6789, 6767, 7899, 11281, 14074, 19667, 11783, 9274, 8077, 12788
7123, 10588, 14002, 12051, 15584, 21724, 19178, 15233, 11599, 9850, 17364, 21094
3593, 8057, 11863, 9924, 11843, 20072, 21140, 16651, 10632, 8144, 17224, 13373
5913, 6451, 11172, 9899, 11487, 17763, 20705, 16750, 7938, 5904, 17688, 16385
4776, 7991, 9752, 9035, 12223, 17174, 20811, 22103, 14969, 11877, 20885, 15095
0, 1880, 1491, 970, 1054, 1906, 1858, 1617, 1110, 753, 1437, 1222
3454, 3657, 11492, 8246, 10408, 14622, 12435, 12897, 11324, 9050, 13339, 15218
6505, 6591, 6808, 7666, 8946, 13664, 24704, 20114, 9574, 8352, 13459, 13476
4150, 12380, 9768, 8585, 8081, 12093, 22259, 16688, 14410, 9545, 17485, 18080
2927, 3838, 6838, 8013, 8033, 12128, 13490, 13904, 11152, 7509, 11333, 11937
2050, 1626, 2068, 1977, 2946, 4654, 2718, 1896, 1699, 1478, 2639, 3268
3171, 3360, 6182, 5832, 7761, 12352, 11258, 9169, 5927, 4724, 11796, 11580
7157, 10327, 8727, 8511, 14083, 23778, 18130, 14952, 10878, 8466, 13432, 12847
2814, 2423, 2649, 2218, 2557, 3013, 3523, 3012, 2287, 2131, 4352, 3769
847, 672, 2158, 1619, 1751, 2767, 2100, 1466, 1610, 1400, 2077, 1975
1396, 2623, 2282, 2941, 5071, 8308, 6859, 7054, 5433, 3970, 4815, 6308
3193, 3042, 6223, 7173, 8882, 13144, 16798, 14678, 10883, 7185, 9144, 11152
183, 190, 163, 148, 219, 291, 319, 311, 278, 564, 671, 738
4082, 4307, 10311, 7978, 8475, 13114, 12460, 11177, 9249, 7851, 13443, 11930
4199, 3819, 3818, 3397, 4977, 6586, 6092, 4260, 3309, 3344, 4680, 4300
2279, 1978, 2203, 2060, 2876, 3156, 3859, 2544, 2513, 2013, 2651, 2171
5953, 7760, 7830, 6350, 5736, 9356, 10780, 8423, 10666, 12035, 11656, 11735
10714, 11433, 9733, 11545, 13840, 23440, 19676, 13097, 9789, 10874, 14787, 18007
2099, 1851, 1486, 1126, 1324, 1492, 1556, 1428, 1106, 1059, 1287, 3951
385, 267, 1119, 708, 1624, 1977, 2972, 2417, 1052, 1954, 1830, 2101
4931, 5556, 5581, 4877, 5493, 11405, 16436, 7138, 4006, 8617, 8818, 9765
4604, 4169, 7588, 6034, 7977, 12277, 14803, 13015, 7517, 4456, 10464, 10376
808, 3530, 2008, 1853, 2762, 4364, 3926, 2740, 1391, 1210, 3624, 3275
8144, 9140, 14303, 9933, 12832, 20635, 21418, 16002, 10467, 8259, 16529, 20176
6494, 7480, 7186, 6954, 11556, 18927, 15860, 11350, 5649, 4815, 10913, 9987
1493, 4025, 11824, 5400, 8865, 13666, 15558, 12830, 5972, 4371, 10757, 8291
3255, 5628, 8649, 7465, 12701, 16377, 18121, 12656, 8885, 8956, 8538, 9141
1489, 13495, 12895, 11315, 13733, 19984, 18806, 21104, 12711, 10236, 24676, 21597
3020, 5684, 11582, 8059, 11285, 18078, 15393, 13401, 11542, 9395, 14875, 13713
3627, 9111, 15430, 12211, 15217, 23913, 28344, 21566, 18637, 15898, 19812, 20382
1766, 9433, 9117, 9863, 13413, 20822, 17991, 12675, 10739, 8666, 16840, 15907
0, 394, 261, 408, 752, 2329, 1907, 1460, 1115, 1499, 1511, 2034
1025, 1049, 634, 960, 1197, 3750, 2710, 1780, 1261, 1896, 2387, 2201
5206, 5308, 3526, 4236, 5062, 8712, 9929, 6466, 4335, 4802, 8442, 9023
0, 139, 110, 509, 408, 470, 695, 1422, 753, 328, 377, 441
3031, 6205, 10858, 7345, 9729, 14782, 12830, 9709, 9741, 7830, 10032, 10515
761, 655, 1464, 1209, 2292, 3068, 3822, 2407, 815, 700, 2462, 2908
7869, 9115, 7771, 10686, 12722, 20498, 20469, 18007, 11046, 11008, 29472, 17653
4286, 7344, 8189, 8622, 12330, 18146, 20785, 20376, 12460, 7974, 14952, 13396
2034, 5514, 5581, 5363, 6827, 9414, 10057, 9105, 7418, 6106, 5955, 7277
11425, 8501, 6122, 5487, 5865, 7604, 6923, 5565, 4823, 6510, 10095, 10642
11253, 10026, 11028, 11058, 13954, 18674, 16878, 3748, 10507, 10507, 10991, 11708
0, 0, 0, 0, 0, 0, 470, 1242, 253, 255, 497, 765
16068, 18244, 15089, 19861, 21935, 35684, 24116, 20148, 15288, 15552, 17720, 23155
7200, 8535, 3967, 6360, 7025, 9049, 11985, 6833, 4798, 4529, 5925, 5637
1964, 2061, 1431, 1590, 1841, 2131, 1967, 1775, 1473, 1757, 2169, 4616
1689, 2102, 1610, 2300, 2677, 4020, 3498, 3008, 2371, 2395, 3090, 3495
2016, 2068, 1473, 1719, 2183, 2363, 2684, 1891, 1239, 1962, 2929, 2686
381, 382, 1043, 1154, 1097, 1727, 1643, 1683, 2915, 897, 1196, 1422
0, 855, 795, 118, 1517, 942, 1355, 2173, 4474, 2513, 2114, 1699
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 747, 2401, 2382, 2007, 2877, 5904, 10049, 6267, 4365, 4322, 3579
12079, 13451, 11375, 11778, 13818, 16843, 9707, 11615, 10957, 13229, 15864, 16174
3514, 4061, 3237, 3275, 5540, 6432, 12475, 5065, 4318, 4321, 4916, 4326
1404, 1684, 2327, 1812, 2618, 4272, 7333, 2938, 2431, 2377, 3897, 3172
178, 163, 280, 238, 255, 315, 319, 287, 231, 198, 238, 293
12173, 10288, 8522, 10138, 13514, 22054, 21934, 12804, 9089, 9069, 14357, 11862
2758, 2534, 7692, 5654, 6568, 8541, 11034, 13926, 9350, 6417, 8698, 7653
453, 615, 468, 562, 703, 2891, 6003, 1810, 795, 922, 2138, 1044
8758, 6022, 4571, 6107, 7621, 12329, 20044, 11290, 6565, 6404, 11821, 9881
24361, 27299, 23278, 27060, 32565, 37534, 37179, 31248, 24051, 25195, 31992, 33091
1158, 2020, 2138, 3407, 4311, 8427, 11676, 5151, 3053, 2792, 4692, 4022
0, 46, 39, 842, 512, 150, 399, 310, 265, 273, 460, 391
15032, 15461, 12310, 14961, 17281, 34986, 26058, 22498, 14320, 16477, 24789, 31923
20580, 26890, 24669, 26307, 31391, 62101, 59322, 51826, 28994, 27448, 37546, 39809
9623, 9406, 7438, 7089, 10857, 14292, 16019, 11056, 7290, 8028, 12852, 12018
0, 0, 0, 0, 0, 374, 881, 542, 944, 452, 910, 598
5006, 4758, 6155, 5174, 6538, 8048, 7969, 5280, 4228, 4848, 5348, 5315
5667, 6320, 6387, 6566, 8703, 10905, 8037, 9050, 7172, 6748, 8456, 7131
3397, 3911, 3125, 4363, 4934, 6754, 7013, 5846, 3091, 3976, 5116, 3892
4043, 2411, 1725, 1516, 2326, 3796, 2547, 2124, 1233, 1811, 2786, 2681
9400, 6514, 5167, 5427, 5734, 9074, 10480, 6380, 4209, 5351, 10589, 9563
9951, 8485, 6832, 7238, 12214, 19998, 23234, 13268, 8491, 7955, 14022, 17523
3648, 3870, 2564, 2891, 3506, 8611, 5837, 4639, 2926, 2330, 3648, 4634
7224, 5049, 4148, 6314, 8345, 13606, 11306, 8152, 4297, 5570, 9749, 7838
3434, 4299, 8301, 8848, 8691, 13116, 18081, 25696, 15660, 9606, 14436, 12499
6096, 8048, 5519, 7129, 7339, 11240, 15861, 16039, 8507, 6958, 11097, 9562
3291, 6238, 7431, 6395, 6999, 10191, 13068, 21035, 10825, 6727, 11706, 11315
12415, 12161, 14153, 14662, 17922, 34560, 35757, 22110, 14528, 14426, 21793, 18989
4886, 2976, 2584, 2981, 4401, 7182, 8972, 5516, 3530, 3485, 5692, 5437
13475, 14480, 13989, 13899, 13898, 22353, 23857, 19317, 14608, 13265, 14535, 15811
1947, 2089, 3648, 3974, 3243, 4850, 5609, 7050, 2983, 2806, 3446, 4274
1344, 3212, 2969, 2312, 2648, 3929, 2908, 2277, 1671, 3794, 3514, 4521
2342, 2438, 3715, 3972, 4214, 10806, 11507, 5943, 3151, 2955, 4368, 6155
9604, 10566, 7394, 8781, 11262, 15712, 14150, 11817, 9017, 8559, 9328, 11000
1571, 1339, 968, 1168, 1269, 2920, 2006, 1372, 1006, 1507, 1849, 2141
186, 62, 338, 351, 1911, 926, 1007, 867, 905, 5713, 2494, 1124
1362, 1239, 1008, 1306, 2849, 4650, 2257, 2491, 1327, 1225, 1883, 1586
1810, 3246, 3281, 2776, 3342, 4050, 5307, 2962, 4025, 4761, 3522, 5514
888, 1114, 859, 822, 1173, 1915, 1427, 1168, 623, 920, 1145, 1034
10781, 8835, 8521, 9871, 14643, 22019, 19766, 15618, 10285, 11993, 16477, 12556
0, 0, 0, 0, 206, 1953, 6503, 4267, 3015, 1775, 3894, 3871
1043, 1103, 885, 1025, 1709, 2789, 3711, 1682, 897, 1121, 1649, 1358
6728, 9975, 7801, 10011, 9023, 20136, 15438, 12125, 10124, 8403, 11455, 12492
404, 654, 755, 576, 775, 1264, 1211, 917, 611, 846, 1468, 1265
11875, 13950, 15131, 14080, 18010, 31556, 37082, 22244, 17126, 16140, 28189, 24918
10762, 11720, 7782, 9456, 17610, 22063, 21288, 17858, 13525, 16834, 20031, 22581
744, 781, 520, 730, 910, 1552, 1382, 2070, 861, 858, 1041, 1136
1692, 1410, 1321, 1545, 1675, 2835, 2202, 1852, 1617, 1590, 1644, 1714
823, 642, 631, 695, 645, 609, 607, 921, 582, 781, 780, 780
13760, 13720, 9360, 12240, 13560, 12560, 12040, 12360, 9920, 11360, 12200, 14160
7400, 7633, 6170, 9249, 9499, 13700, 11231, 9564, 6421, 7348, 8053, 8522
1037, 1017, 791, 1023, 1161, 2169, 1793, 1244, 917, 867, 876, 932
598, 637, 577, 1724, 875, 885, 1167, 1251, 995, 562, 2353, 1962
6405, 6918, 5075, 7043, 8665, 17103, 13237, 9433, 6294, 6581, 8855, 10486
2951, 2377, 2204, 1275, 1446, 8136, 4798, 4322, 1228, 1459, 2875, 3509
7229, 7796, 5859, 6530, 7672, 15618, 16116, 9518, 6231, 9268, 8775, 8811
1026, 899, 537, 710, 805, 1880, 1407, 938, 662, 898, 1371, 1619
4010, 3872, 2572, 3400, 5057, 10654, 7977, 5075, 3431, 3903, 6940, 5788
14330, 14224, 10420, 12729, 14233, 32030, 24017, 17000, 9487, 13367, 18375, 20376
920, 969, 736, 921, 1045, 3335, 2435, 1575, 876, 859, 1024, 1059
4595, 5900, 3912, 4674, 5995, 13755, 11840, 8988, 6162, 7005, 10659, 13096
3588, 3703, 2304, 3193, 3704, 6636, 5287, 3618, 2215, 2463, 3639, 4338
2068, 3704, 3640, 3163, 4513, 5134, 5054, 4316, 3034, 3282, 3932, 4613
26887, 30206, 27540, 35415, 40751, 47370, 46840, 41577, 30102, 27880, 31210, 33517
74, 63, 52, 44, 49, 77, 103, 356, 337, 339, 392, 719
2849, 4309, 4278, 3831, 3646, 4170, 7153, 3933, 5049, 6169, 6341, 6321
5776, 6060, 6403, 5698, 6757, 11045, 12369, 10681, 8003, 7859, 9758, 11293
5972, 6170, 6178, 6633, 8466, 14492, 12418, 9751, 7136, 6790, 8065, 8552
6636, 6365, 6987, 7393, 5955, 7201, 7380, 6197, 5143, 5158, 6703, 6863
130, 224, 335, 464, 413, 427, 770, 742, 346, 356, 402, 413
2624, 2387, 1264, 1147, 3428, 3002, 3127, 2654, 4751, 2316, 3118, 3639
8896, 8070, 12100, 11186, 10738, 22994, 14826, 16536, 8601, 9803, 18782, 18046
2515, 3131, 4379, 3717, 4296, 8373, 10867, 7372, 4611, 3698, 7675, 8524
434, 369, 311, 266, 373, 622, 776, 198, 268, 241, 564, 748
1561, 2382, 2659, 3224, 3997, 4974, 7425, 3871, 2619, 1823, 4506, 3903
822, 699, 995, 851, 1487, 2286, 3043, 173, 790, 709, 1157, 1240
555, 1357, 2329, 2258, 2280, 3885, 5424, 4158, 2534, 2463, 4022, 3317
3765, 4528, 4093, 3959, 5442, 10287, 11828, 8529, 4804, 4292, 14876, 13906
1909, 1719, 3157, 5043, 3982, 6218, 8048, 4972, 3585, 2597, 5119, 5109
2185, 3849, 5049, 5726, 6014, 8713, 11949, 6324, 3910, 3472, 7634, 6882
4724, 4396, 3369, 2938, 3978, 8109, 9068, 3459, 2060, 4368, 5220, 6500
2259, 1519, 1692, 1356, 1656, 3204, 3999, 887, 609, 2387, 2360, 2901
1107, 1101, 994, 948, 1172, 3087, 3307, 2153, 1782, 2007, 2231, 2547
3510, 4306, 3539, 3010, 3206, 5241, 7360, 4820, 3975, 3862, 4709, 6166
3133, 4825, 3237, 2662, 3000, 6662, 10319, 7898, 5033, 4911, 7824, 8071
1958, 2000, 1134, 759, 927, 1161, 1449, 1396, 958, 537, 1706, 1998
2910, 4545, 4336, 3932, 4876, 12885, 19856, 11936, 6220, 6929, 10246, 11132
2695, 3295, 5335, 4270, 4441, 5270, 10787, 10676, 7679, 5700, 6524, 10116
7595, 5324, 4935, 4460, 5448, 10283, 13116, 4995, 3439, 7270, 8883, 8347
5054, 5420, 4224, 4497, 5872, 8790, 9695, 8690, 4424, 3735, 9560, 8638
7640, 10800, 7544, 8971, 9746, 14041, 16257, 17045, 12116, 8662, 14172, 15837
1032, 924, 1491, 1212, 1819, 2314, 2280, 1919, 1133, 1236, 1789, 1894
8203, 5794, 7801, 14575, 12155, 14437, 17959, 14886, 9181, 9807, 21660, 18381
4880, 5359, 3769, 4613, 7966, 9233, 8059, 6759, 3199, 2654, 7796, 6888
505, 1612, 999, 636, 645, 1000, 1258, 1429, 750, 1232, 1749, 1437
7808, 12629, 12798, 12665, 13378, 21173, 21503, 20660, 14775, 11699, 30600, 24664
4198, 4779, 3613, 2718, 3304, 5361, 5835, 4893, 1872, 1553, 6782, 4934
1496, 1596, 2582, 2341, 3161, 4879, 5146, 2164, 2009, 1787, 2625, 2549
1003, 1154, 1804, 1631, 2656, 3543, 3802, 1869, 1472, 1258, 1866, 1785
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3423, 2758, 3721, 2428, 5636, 6662, 9302, 6310, 5747, 3680, 5294, 6053
6163, 9330, 10825, 8217, 13256, 18033, 22629, 9833, 8563, 6328, 13021, 13975
787, 1012, 739, 1231, 2278, 2887, 3773, 2560, 1161, 933, 1667, 1894
4262, 3683, 5913, 5056, 8542, 14196, 17724, 4791, 5839, 5260, 8240, 8943
1119, 2433, 2691, 2241, 3217, 5328, 5729, 3030, 2031, 1762, 4394, 4882
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4091, 4790, 5982, 4873, 5930, 10820, 13182, 11575, 5606, 3957, 8429, 8887
3109, 2665, 3966, 3406, 5763, 7842, 8241, 4824, 5235, 3875, 8129, 6389
5006, 6229, 5925, 6115, 9552, 16517, 22071, 13054, 7129, 6169, 11339, 10838
798, 936, 1391, 1216, 1927, 2918, 3171, 1700, 1133, 974, 2487, 2112
1542, 1311, 3102, 2653, 3664, 6239, 7789, 1989, 1900, 1712, 3409, 3077
613, 794, 1655, 1353, 1983, 3335, 4527, 2051, 1264, 1140, 1817, 1992
380, 810, 1098, 959, 1100, 1824, 2477, 2474, 828, 1605, 3371, 2713
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1044, 4637, 6367, 8974, 8246, 11435, 18455, 23203, 18562, 8901, 11539, 11520
5182, 5421, 5545, 5043, 8089, 13107, 15557, 7994, 7146, 5154, 9376, 8721
2793, 5311, 6457, 5544, 5946, 10377, 14759, 9787, 5573, 3755, 10368, 8977
